,x,y,tssite,region,cell,frame
0,600,582,False,Cytoplasm,1,0
1,610,602,False,Nucleus,1,0
2,620,622,False,Nucleus,1,0
3,638,688,False,Cytoplasm,1,0
4,1269,1115,False,Cytoplasm,2,0
5,1397,1130,False,Nucleus,2,0
6,1092,1132,False,Cytoplasm,3,0
7,1012,1151,False,Cytoplasm,3,0
8,1148,1194,False,Cytoplasm,3,0
9,929,1286,False,Nucleus,3,0
10,617,635,False,Nucleus,1,0
11,959,1144,False,Nucleus,3,0
12,961,1145,False,Nucleus,3,0
13,1422,1146,False,Nucleus,2,0
14,1094,1199,False,Cytoplasm,3,0
15,1097,1231,False,Cytoplasm,3,0
16,277,1236,False,Cytoplasm,2,1
17,225,1241,False,Cytoplasm,2,1
18,393,1281,False,Cytoplasm,2,1
19,369,1311,False,Cytoplasm,2,1
20,487,1320,False,Cytoplasm,2,1
21,367,1342,False,Cytoplasm,2,1
22,386,1348,False,Cytoplasm,2,1
23,432,1400,False,Nucleus,2,1
24,542,1438,False,Nucleus,2,1
25,494,1442,False,Nucleus,2,1
26,613,1460,False,Cytoplasm,2,1
27,512,1462,False,Nucleus,2,1
28,533,1496,False,Nucleus,2,1
29,551,1584,False,Cytoplasm,2,1
30,623,1586,False,Cytoplasm,2,1
31,669,1606,False,Cytoplasm,2,1
32,1443,1241,False,Cytoplasm,1,1
33,590,1396,False,Cytoplasm,2,1
34,516,1518,False,Nucleus,2,1
35,486,1538,False,Nucleus,2,1
36,1375,1201,False,Cytoplasm,1,1
37,410,1249,False,Cytoplasm,2,1
38,476,1309,False,Cytoplasm,2,1
39,540,1424,False,Nucleus,2,1
40,541,1425,False,Nucleus,2,1
41,494,1538,False,Nucleus,2,1
42,606,1606,False,Cytoplasm,2,1
43,632,1617,False,Cytoplasm,2,1
44,578,1629,False,Cytoplasm,2,1
45,541,127,False,Cytoplasm,2,2
46,400,139,False,Cytoplasm,2,2
47,1199,144,False,Cytoplasm,1,2
48,1209,168,False,Cytoplasm,1,2
49,1277,173,False,Cytoplasm,1,2
50,629,179,False,Cytoplasm,2,2
51,549,191,False,Cytoplasm,2,2
52,542,193,False,Cytoplasm,2,2
53,600,212,False,Cytoplasm,2,2
54,636,213,False,Cytoplasm,2,2
55,1379,213,False,Cytoplasm,1,2
56,615,215,False,Cytoplasm,2,2
57,1423,219,False,Cytoplasm,1,2
58,564,221,False,Cytoplasm,2,2
59,644,235,False,Cytoplasm,2,2
60,569,239,False,Cytoplasm,2,2
61,634,239,False,Cytoplasm,2,2
62,1338,245,False,Nucleus,1,2
63,620,247,False,Cytoplasm,2,2
64,507,250,False,Nucleus,2,2
65,478,260,False,Nucleus,2,2
66,464,266,False,Nucleus,2,2
67,1231,270,False,Nucleus,1,2
68,470,274,False,Nucleus,2,2
69,1439,274,False,Cytoplasm,1,2
70,552,282,False,Nucleus,2,2
71,1433,291,False,Cytoplasm,1,2
72,486,298,False,Nucleus,2,2
73,427,307,False,Nucleus,2,2
74,624,312,False,Cytoplasm,2,2
75,587,313,False,Cytoplasm,2,2
76,1241,320,False,Nucleus,1,2
77,488,325,False,Nucleus,2,2
78,502,325,False,Nucleus,2,2
79,1320,332,False,Nucleus,1,2
80,586,334,False,Cytoplasm,2,2
81,493,335,False,Nucleus,2,2
82,550,344,False,Nucleus,2,2
83,503,351,False,Nucleus,2,2
84,408,359,False,Cytoplasm,2,2
85,338,362,False,Cytoplasm,2,2
86,377,361,False,Cytoplasm,2,2
87,364,367,False,Cytoplasm,2,2
88,500,373,False,Nucleus,2,2
89,461,380,False,Nucleus,2,2
90,462,383,False,Nucleus,2,2
91,312,385,False,Cytoplasm,2,2
92,477,407,False,Cytoplasm,2,2
93,494,406,False,Cytoplasm,2,2
94,509,412,False,Cytoplasm,2,2
95,1310,414,False,Cytoplasm,1,2
96,497,418,False,Cytoplasm,2,2
97,1339,425,False,Cytoplasm,1,2
98,460,427,False,Cytoplasm,2,2
99,463,467,False,Cytoplasm,2,2
100,439,467,False,Cytoplasm,2,2
101,1308,533,False,Cytoplasm,1,2
102,1316,550,False,Cytoplasm,1,2
103,1467,959,False,Cytoplasm,3,2
104,1720,1003,False,Cytoplasm,3,2
105,1488,1010,False,Cytoplasm,3,2
106,1429,1027,False,Cytoplasm,3,2
107,1667,1070,False,Cytoplasm,3,2
108,1399,1189,False,Cytoplasm,3,2
109,1276,174,False,Cytoplasm,1,2
110,1256,188,False,Cytoplasm,1,2
111,1340,245,False,Nucleus,1,2
112,1421,250,False,Cytoplasm,1,2
113,626,255,False,Cytoplasm,2,2
114,657,258,False,Cytoplasm,2,2
115,1232,270,False,Nucleus,1,2
116,1258,287,False,Nucleus,1,2
