,x,y,tssite,region,cell,frame
0,1541,1103,False,Nucleus,1,0
1,1725,1104,False,Cytoplasm,1,0
2,1536,1114,False,Nucleus,1,0
3,1680,1171,False,Cytoplasm,1,0
4,1532,1234,False,Cytoplasm,1,0
5,1552,1238,False,Cytoplasm,1,0
6,1544,1102,False,Nucleus,1,0
7,1652,1169,False,Cytoplasm,1,0
8,1491,1283,False,Cytoplasm,1,0
9,1584,1095,False,Nucleus,1,0
10,1531,1159,False,Nucleus,1,0
11,1482,1233,False,Cytoplasm,1,0
12,1482,1234,False,Cytoplasm,1,0
13,1294,497,False,Cytoplasm,2,1
14,1452,550,False,Nucleus,2,1
15,1535,555,False,Nucleus,2,1
16,1328,587,False,Cytoplasm,2,1
17,1534,598,False,Cytoplasm,2,1
18,1522,602,False,Cytoplasm,2,1
19,1321,603,False,Cytoplasm,2,1
20,1504,616,False,Nucleus,2,1
21,1396,637,False,Nucleus,2,1
22,1444,640,False,Nucleus,2,1
23,1389,643,False,Cytoplasm,2,1
24,1335,647,False,Cytoplasm,2,1
25,1427,485,False,Nucleus,2,1
26,1470,496,False,Nucleus,2,1
27,1360,556,False,Nucleus,2,1
28,1395,569,False,Nucleus,2,1
29,1340,614,False,Cytoplasm,2,1
30,1489,619,False,Nucleus,2,1
31,1421,634,False,Nucleus,2,1
32,1350,639,False,Cytoplasm,2,1
33,1356,640,False,Cytoplasm,2,1
34,1485,641,False,Cytoplasm,2,1
35,1413,737,False,Cytoplasm,2,1
36,1541,789,False,Cytoplasm,2,1
37,1317,542,False,Cytoplasm,2,1
38,1320,544,False,Cytoplasm,2,1
39,1320,542,False,Cytoplasm,2,1
40,1318,540,False,Cytoplasm,2,1
41,1317,550,False,Cytoplasm,2,1
42,1316,545,False,Cytoplasm,2,1
43,1319,545,False,Cytoplasm,2,1
44,1320,537,False,Nucleus,2,1
45,1320,548,False,Cytoplasm,2,1
46,1306,546,False,Cytoplasm,2,1
47,1314,550,False,Cytoplasm,2,1
48,1419,564,False,Nucleus,2,1
49,1331,599,False,Cytoplasm,2,1
50,1521,602,False,Cytoplasm,2,1
51,1341,603,False,Nucleus,2,1
52,1343,622,False,Cytoplasm,2,1
53,1323,627,False,Cytoplasm,2,1
54,1430,636,False,Nucleus,2,1
55,1430,638,False,Nucleus,2,1
56,1431,645,False,Nucleus,2,1
57,1465,652,False,Cytoplasm,2,1
58,1421,678,False,Cytoplasm,2,1
59,1278,1094,False,Nucleus,1,3
60,1248,1110,False,Nucleus,1,3
61,1361,1134,False,Nucleus,1,3
62,1281,1135,False,Nucleus,1,3
63,1271,1140,False,Nucleus,1,3
64,1294,1138,False,Nucleus,1,3
65,1371,1147,False,Nucleus,1,3
66,1221,1197,False,Nucleus,1,3
67,1191,1202,False,Nucleus,1,3
68,1095,1258,False,Cytoplasm,1,3
69,1284,1074,False,Nucleus,1,3
70,1298,1173,False,Nucleus,1,3
71,1301,1188,False,Nucleus,1,3
72,1109,723,False,Cytoplasm,2,6
73,621,731,False,Nucleus,1,6
74,1057,737,False,Cytoplasm,2,6
75,1188,778,False,Nucleus,2,6
76,1163,807,False,Nucleus,2,6
77,1158,899,False,Nucleus,2,6
78,1100,900,False,Cytoplasm,2,6
79,1179,915,False,Cytoplasm,2,6
80,1104,1150,False,Cytoplasm,2,6
