,x,y,tssite,region,cell,frame
0,496,704,False,Cytoplasm,1,2
1,516,944,False,Cytoplasm,1,2
2,1585,1205,False,Cytoplasm,2,2
3,173,1212,False,Cytoplasm,3,2
4,1522,1252,False,Cytoplasm,2,2
5,1537,1281,False,Cytoplasm,2,2
6,1513,1284,False,Cytoplasm,2,2
7,1203,1460,False,Cytoplasm,4,2
8,1168,1470,False,Cytoplasm,4,2
9,1205,1478,False,Cytoplasm,4,2
10,1210,1480,False,Cytoplasm,4,2
11,1213,1488,False,Cytoplasm,4,2
12,1196,1530,False,Cytoplasm,4,2
13,1190,1554,False,Cytoplasm,4,2
14,1648,1615,False,Cytoplasm,5,2
15,178,1159,False,Cytoplasm,3,2
16,1536,1181,False,Nucleus,2,2
17,1530,1247,False,Cytoplasm,2,2
18,1502,1258,False,Cytoplasm,2,2
19,1147,1455,False,Nucleus,4,2
20,1217,1475,False,Cytoplasm,4,2
21,1211,1481,False,Cytoplasm,4,2
22,1236,1522,False,Cytoplasm,4,2
23,1239,1544,False,Cytoplasm,4,2
24,197,1182,False,Cytoplasm,3,2
25,1546,1220,False,Cytoplasm,2,2
26,1478,1316,False,Cytoplasm,2,2
27,1480,1321,False,Cytoplasm,2,2
28,1483,1318,False,Cytoplasm,2,2
29,1169,1471,False,Cytoplasm,4,2
30,1192,1560,False,Cytoplasm,4,2
31,1190,1556,False,Cytoplasm,4,2
32,1194,1560,False,Cytoplasm,4,2
33,1235,1559,False,Cytoplasm,4,2
34,1199,1571,False,Cytoplasm,4,2
35,1201,1571,False,Cytoplasm,4,2
36,1199,1572,False,Cytoplasm,4,2
37,1202,1569,False,Cytoplasm,4,2
38,400,979,False,Nucleus,1,3
39,300,990,False,Cytoplasm,1,3
40,343,995,False,Cytoplasm,1,3
41,323,1020,False,Cytoplasm,1,3
42,324,1031,False,Cytoplasm,1,3
43,307,1079,False,Cytoplasm,1,3
44,383,1107,False,Nucleus,1,3
45,292,912,False,Cytoplasm,1,3
46,299,990,False,Cytoplasm,1,3
47,324,1032,False,Cytoplasm,1,3
48,290,1057,False,Cytoplasm,1,3
49,400,978,False,Nucleus,1,3
50,301,990,False,Cytoplasm,1,3
51,295,1061,False,Cytoplasm,1,3
52,325,1064,False,Cytoplasm,1,3
53,409,532,False,Cytoplasm,1,6
54,479,536,False,Cytoplasm,1,6
55,498,415,False,Nucleus,1,6
56,422,568,False,Cytoplasm,1,6
57,504,244,False,Cytoplasm,1,7
58,907,278,False,Cytoplasm,2,7
59,902,303,False,Cytoplasm,2,7
60,1335,913,False,Cytoplasm,4,7
61,1261,947,False,Cytoplasm,4,7
62,1309,947,False,Cytoplasm,4,7
63,1277,960,False,Cytoplasm,4,7
64,1208,969,False,Cytoplasm,4,7
65,1285,989,False,Cytoplasm,4,7
66,1296,1047,False,Cytoplasm,4,7
67,707,540,False,Nucleus,3,7
68,619,576,False,Nucleus,3,7
69,1336,914,False,Cytoplasm,4,7
70,1302,950,False,Cytoplasm,4,7
71,1301,951,False,Cytoplasm,4,7
72,1282,969,False,Cytoplasm,4,7
73,1235,1013,False,Cytoplasm,4,7
74,1219,1041,False,Cytoplasm,4,7
75,1274,1089,False,Cytoplasm,4,7
76,963,280,False,Nucleus,2,8
77,989,339,False,Nucleus,2,8
78,934,376,False,Cytoplasm,2,8
79,987,392,False,Cytoplasm,2,8
80,844,546,False,Cytoplasm,4,8
81,851,558,False,Nucleus,4,8
82,868,561,False,Nucleus,4,8
83,884,646,False,Nucleus,4,8
84,388,650,False,Cytoplasm,3,8
85,452,659,False,Cytoplasm,3,8
86,936,376,False,Cytoplasm,2,8
87,882,547,False,Cytoplasm,4,8
88,896,573,False,Nucleus,4,8
89,350,604,False,Cytoplasm,3,8
90,468,622,False,Nucleus,3,8
91,878,634,False,Nucleus,4,8
