,x,y,tssite,region,cell,frame
0,1662,757,False,Nucleus,1,1
1,1639,813,False,Nucleus,1,1
2,1599,822,False,Cytoplasm,1,1
3,1153,1166,False,Cytoplasm,1,3
4,1093,1199,False,Nucleus,1,3
5,1098,1199,False,Nucleus,1,3
6,932,827,False,Cytoplasm,1,8
7,930,908,False,Nucleus,1,8
8,901,910,False,Nucleus,1,8
9,945,938,False,Cytoplasm,1,8
10,845,950,False,Nucleus,1,8
11,688,968,False,Cytoplasm,1,8
12,829,987,False,Cytoplasm,1,8
13,770,799,False,Cytoplasm,1,8
14,825,828,False,Cytoplasm,1,8
15,911,918,False,Nucleus,1,8
16,1308,599,False,Nucleus,2,11
17,1344,647,False,Nucleus,2,11
18,1509,672,False,Cytoplasm,2,11
19,1435,713,False,Cytoplasm,2,11
20,1420,721,False,Cytoplasm,2,11
21,1453,581,False,Nucleus,2,11
22,1400,586,False,Nucleus,2,11
23,1411,539,False,Nucleus,2,11
24,1439,675,False,Nucleus,2,11
25,1443,675,False,Nucleus,2,11
26,1505,748,False,Cytoplasm,2,11
27,1504,749,False,Cytoplasm,2,11
28,1552,444,False,Cytoplasm,2,15
29,1599,492,False,Cytoplasm,2,15
30,1486,518,False,Cytoplasm,2,15
31,1559,552,False,Cytoplasm,2,15
32,1398,554,False,Nucleus,2,15
33,1429,582,False,Cytoplasm,2,15
34,1301,608,False,Nucleus,2,15
35,1352,610,False,Nucleus,2,15
36,1661,683,False,Cytoplasm,3,15
37,1617,707,False,Cytoplasm,3,15
38,1617,725,False,Cytoplasm,3,15
39,1547,799,False,Cytoplasm,3,15
40,1696,813,False,Cytoplasm,3,15
41,1494,867,False,Cytoplasm,3,15
42,1589,875,False,Nucleus,3,15
43,1615,901,False,Nucleus,3,15
44,1621,903,False,Nucleus,3,15
45,1547,934,False,Nucleus,3,15
46,1537,936,False,Nucleus,3,15
47,1736,954,False,Cytoplasm,3,15
48,1550,958,False,Nucleus,3,15
49,1542,969,False,Nucleus,3,15
50,1636,1022,False,Cytoplasm,3,15
51,1586,1026,False,Nucleus,3,15
52,1585,1059,False,Cytoplasm,3,15
53,905,421,False,Nucleus,1,15
54,965,421,False,Nucleus,1,15
55,1565,425,False,Cytoplasm,2,15
56,1413,431,False,Cytoplasm,2,15
57,1399,563,False,Nucleus,2,15
58,1428,613,False,Cytoplasm,2,15
59,1379,631,False,Cytoplasm,2,15
60,1712,805,False,Cytoplasm,3,15
61,1656,827,False,Cytoplasm,3,15
62,1495,868,False,Cytoplasm,3,15
63,1571,889,False,Nucleus,3,15
64,1610,915,False,Nucleus,3,15
65,1693,917,False,Cytoplasm,3,15
66,1516,997,False,Nucleus,3,15
67,1416,468,False,Nucleus,2,15
68,1415,470,False,Nucleus,2,15
69,1418,502,False,Nucleus,2,15
70,1419,501,False,Nucleus,2,15
71,1420,503,False,Nucleus,2,15
72,1418,502,False,Nucleus,2,15
73,1417,500,False,Nucleus,2,15
74,1421,503,False,Nucleus,2,15
75,1419,534,False,Nucleus,2,15
76,1418,532,False,Nucleus,2,15
77,1394,573,False,Nucleus,2,15
78,1640,658,False,Cytoplasm,3,15
79,1640,658,False,Cytoplasm,3,15
80,1600,887,False,Nucleus,3,15
81,1601,889,False,Nucleus,3,15
82,1646,888,False,Cytoplasm,3,15
83,1693,919,False,Cytoplasm,3,15
84,1560,926,False,Nucleus,3,15
85,1561,927,False,Nucleus,3,15
86,1555,949,False,Nucleus,3,15
87,1556,948,False,Nucleus,3,15
88,1554,948,False,Nucleus,3,15
89,1557,951,False,Nucleus,3,15
90,1576,949,False,Nucleus,3,15
91,1576,949,False,Nucleus,3,15
92,1545,951,False,Nucleus,3,15
93,1546,950,False,Nucleus,3,15
94,1537,959,False,Nucleus,3,15
95,1537,959,False,Nucleus,3,15
96,1536,960,False,Nucleus,3,15
97,1537,959,False,Nucleus,3,15
98,1536,958,False,Nucleus,3,15
99,1536,960,False,Nucleus,3,15
100,1538,958,False,Nucleus,3,15
101,1536,960,False,Nucleus,3,15
102,1536,958,False,Nucleus,3,15
103,1535,956,False,Nucleus,3,15
104,1539,960,False,Nucleus,3,15
105,1538,956,False,Nucleus,3,15
106,1550,957,False,Nucleus,3,15
107,1589,959,False,Nucleus,3,15
108,1589,959,False,Nucleus,3,15
109,1529,993,False,Nucleus,3,15
110,1574,1028,False,Nucleus,3,15
111,1542,1102,False,Cytoplasm,3,15
112,1570,1106,False,Cytoplasm,3,15
113,1570,1105,False,Cytoplasm,3,15
114,1423,1363,False,Cytoplasm,1,18
115,1454,1364,False,Cytoplasm,1,18
116,1564,1372,False,Cytoplasm,1,18
117,1478,1389,False,Cytoplasm,1,18
118,1504,1424,False,Nucleus,1,18
119,1540,1427,False,Nucleus,1,18
120,1527,1445,False,Nucleus,1,18
121,1488,1456,False,Cytoplasm,1,18
122,1515,1471,False,Nucleus,1,18
123,1640,1478,False,Nucleus,1,18
124,1508,1479,False,Nucleus,1,18
125,1645,1502,False,Nucleus,1,18
126,1652,1507,False,Nucleus,1,18
127,1700,1514,False,Cytoplasm,1,18
128,1567,1547,False,Nucleus,1,18
129,1675,1575,False,Cytoplasm,1,18
130,1550,1578,False,Cytoplasm,1,18
131,1605,1579,False,Cytoplasm,1,18
132,1680,1462,False,Nucleus,1,18
133,1670,1479,False,Nucleus,1,18
134,1502,1420,False,Nucleus,1,18
135,1576,1421,False,Nucleus,1,18
136,1575,1420,False,Nucleus,1,18
137,1468,1422,False,Cytoplasm,1,18
138,1556,1427,False,Nucleus,1,18
139,1635,1441,False,Nucleus,1,18
140,1548,1442,False,Nucleus,1,18
141,1540,1443,False,Nucleus,1,18
142,1658,1465,False,Nucleus,1,18
143,1658,1462,False,Nucleus,1,18
144,1496,1470,False,Cytoplasm,1,18
145,1594,1486,False,Nucleus,1,18
146,1595,1487,False,Nucleus,1,18
147,1420,1508,False,Cytoplasm,1,18
148,1490,1518,False,Cytoplasm,1,18
149,1654,1530,False,Nucleus,1,18
150,1619,1585,False,Cytoplasm,1,18
151,1657,1588,False,Cytoplasm,1,18
152,1618,1156,False,Nucleus,1,20
153,1624,1086,False,Nucleus,1,20
154,1558,1116,False,Nucleus,1,20
155,1221,440,False,Nucleus,2,23
156,1288,521,False,Nucleus,2,23
157,1226,565,False,Nucleus,2,23
158,1284,574,False,Cytoplasm,2,23
159,1338,159,False,Cytoplasm,1,23
160,1414,610,False,Cytoplasm,2,23
161,281,693,False,Cytoplasm,1,24
162,1326,167,False,Cytoplasm,1,28
163,1309,224,False,Cytoplasm,1,28
164,1301,235,False,Cytoplasm,1,28
165,1414,238,False,Cytoplasm,1,28
166,1503,264,False,Cytoplasm,1,28
167,1469,266,False,Cytoplasm,1,28
168,1306,279,False,Cytoplasm,1,28
169,1422,288,False,Cytoplasm,1,28
170,1397,297,False,Cytoplasm,1,28
171,1432,303,False,Cytoplasm,1,28
172,1383,318,False,Nucleus,1,28
173,1489,324,False,Cytoplasm,1,28
174,1345,329,False,Nucleus,1,28
175,1362,330,False,Nucleus,1,28
176,1391,333,False,Nucleus,1,28
177,1492,332,False,Cytoplasm,1,28
178,1466,337,False,Cytoplasm,1,28
179,1347,341,False,Nucleus,1,28
180,1422,341,False,Nucleus,1,28
181,1310,344,False,Cytoplasm,1,28
182,1373,351,False,Nucleus,1,28
183,1283,356,False,Cytoplasm,1,28
184,1481,363,False,Cytoplasm,1,28
185,1514,368,False,Cytoplasm,1,28
186,1541,364,False,Cytoplasm,1,28
187,1277,365,False,Cytoplasm,1,28
188,1392,369,False,Nucleus,1,28
189,1508,377,False,Cytoplasm,1,28
190,1347,379,False,Nucleus,1,28
191,1261,381,False,Cytoplasm,1,28
192,1495,383,False,Cytoplasm,1,28
193,1318,385,False,Nucleus,1,28
194,1329,387,False,Nucleus,1,28
195,1406,393,False,Nucleus,1,28
196,1349,402,False,Nucleus,1,28
197,1488,403,False,Cytoplasm,1,28
198,1480,404,False,Cytoplasm,1,28
199,1267,405,False,Cytoplasm,1,28
200,1320,411,False,Nucleus,1,28
201,1255,431,False,Cytoplasm,1,28
202,1382,437,False,Nucleus,1,28
203,1573,439,False,Cytoplasm,1,28
204,1393,441,False,Nucleus,1,28
205,1370,444,False,Nucleus,1,28
206,1248,448,False,Cytoplasm,1,28
207,1322,452,False,Nucleus,1,28
208,1410,452,False,Nucleus,1,28
209,1334,459,False,Nucleus,1,28
210,1352,465,False,Nucleus,1,28
211,1548,470,False,Cytoplasm,1,28
212,1242,474,False,Cytoplasm,1,28
213,1428,473,False,Cytoplasm,1,28
214,1258,479,False,Cytoplasm,1,28
215,1489,479,False,Cytoplasm,1,28
216,1532,493,False,Cytoplasm,1,28
217,1525,499,False,Cytoplasm,1,28
218,1226,506,False,Cytoplasm,1,28
219,1211,512,False,Cytoplasm,1,28
220,1486,523,False,Cytoplasm,1,28
221,1388,524,False,Cytoplasm,1,28
222,1370,529,False,Cytoplasm,1,28
223,1431,543,False,Cytoplasm,1,28
224,1446,547,False,Cytoplasm,1,28
225,1423,550,False,Cytoplasm,1,28
226,1407,565,False,Cytoplasm,1,28
227,1337,586,False,Cytoplasm,1,28
228,1365,615,False,Cytoplasm,1,28
229,1440,270,False,Cytoplasm,1,28
230,1361,282,False,Cytoplasm,1,28
231,1416,284,False,Cytoplasm,1,28
232,1450,290,False,Cytoplasm,1,28
233,1470,322,False,Cytoplasm,1,28
234,1476,330,False,Cytoplasm,1,28
235,1391,332,False,Nucleus,1,28
236,1423,342,False,Nucleus,1,28
237,1514,369,False,Cytoplasm,1,28
238,1295,377,False,Cytoplasm,1,28
239,1303,378,False,Cytoplasm,1,28
240,1342,380,False,Nucleus,1,28
241,1391,403,False,Nucleus,1,28
242,1252,444,False,Cytoplasm,1,28
243,1495,457,False,Cytoplasm,1,28
244,1301,467,False,Cytoplasm,1,28
245,1268,471,False,Cytoplasm,1,28
246,1221,481,False,Cytoplasm,1,28
247,1482,506,False,Cytoplasm,1,28
248,1370,506,False,Nucleus,1,28
249,1447,547,False,Cytoplasm,1,28
250,1358,603,False,Cytoplasm,1,28
251,1483,283,False,Cytoplasm,1,28
252,1362,294,False,Cytoplasm,1,28
253,1364,296,False,Cytoplasm,1,28
254,1393,309,False,Nucleus,1,28
255,1393,309,False,Nucleus,1,28
256,1393,309,False,Nucleus,1,28
257,1393,309,False,Nucleus,1,28
258,1394,310,False,Nucleus,1,28
259,1391,308,False,Nucleus,1,28
260,1394,311,False,Nucleus,1,28
261,1394,308,False,Nucleus,1,28
262,1392,310,False,Nucleus,1,28
263,1391,308,False,Nucleus,1,28
264,1394,311,False,Nucleus,1,28
265,1394,308,False,Nucleus,1,28
266,1392,311,False,Nucleus,1,28
267,1391,308,False,Nucleus,1,28
268,1394,308,False,Nucleus,1,28
269,1394,311,False,Nucleus,1,28
270,1391,305,False,Nucleus,1,28
271,1390,310,False,Nucleus,1,28
